Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)								
CGI_10022731	68662195340	1.29899E+11	91542612354	1.36461E+11	K1RA57	K1RA57_CRAGI	unreviewed	Actin	CGI_10022731	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	377	GO:0005524
CGI_10022093	59782570100	1.35084E+11	93906068601	1.35667E+11	K1RSS3	K1RSS3_CRAGI	unreviewed	"Myosin heavy chain, striated muscle"	CGI_10022093	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2002	GO:0003774; GO:0005524; GO:0016459
CGI_10022733	71791839659	1.13917E+11	91577396854	1.19731E+11	K1QMP4	K1QMP4_CRAGI	unreviewed	Actin	CGI_10022733	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	354	
CGI_10012330	21213869688	1.09537E+11	46899929437	99810529478	K1R7V7	K1R7V7_CRAGI	unreviewed	Tubulin beta chain	CGI_10012330	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	446	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10019752	21213869688	1.09537E+11	46899929437	99810529478	K1QAJ5	K1QAJ5_CRAGI	unreviewed	Tubulin beta chain	CGI_10019752	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	429	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017
CGI_10001653	38401711518	76814294679	48614541460	76698767734	K1QTC1	K1QTC1_CRAGI	unreviewed	Paramyosin	CGI_10001653	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	851	GO:0003774; GO:0016459
CGI_10010163	17929389371	93094280515	40724190228	83891073124	K1PN21	K1PN21_CRAGI	unreviewed	Tubulin beta chain	CGI_10010163	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	445	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10021673	41559740727	69585977998	54177719409	64183950160	K1QHY0	K1QHY0_CRAGI	unreviewed	Actin-3	CGI_10021673	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	377	GO:0005524
CGI_10013249	36681260258	68277969734	52337802123	71887119794	K1PUC2	K1PUC2_CRAGI	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.30)	CGI_10013249	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1559	GO:0003950; GO:0006471
CGI_10012474	26888918944	83367502186	47673143015	64219540051	K1QGS8	K1QGS8_CRAGI	unreviewed	Elongation factor 1-alpha	CGI_10012474	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	462	GO:0003746; GO:0003924; GO:0005525; GO:0005737
CGI_10024998	21774839555	83756772710	39891842103	72549651643	K1QII6	K1QII6_CRAGI	unreviewed	Tubulin alpha chain	CGI_10024998	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	451	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10028602	34420900223	65583727216	48422371734	69506092493	K1S0W8	K1S0W8_CRAGI	unreviewed	Actin-2	CGI_10028602	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	182	
CGI_10024999	21061683317	81733192102	39036192006	71323653138	K1QQ68	K1QQ68_CRAGI	unreviewed	Tubulin alpha chain	CGI_10024999	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	451	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10018930	21183395584	77572096460	38720249386	67349621781	K1R473	K1R473_CRAGI	unreviewed	Tubulin alpha chain	CGI_10018930	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	458	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10017757	40482776379	55703707441	47498040374	59528251250	K1QXE8	K1QXE8_CRAGI	unreviewed	"Actin, cytoplasmic"	CGI_10017757	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	379	GO:0005524
CGI_10019835	14657459790	77197075701	33447465955	72744401446	K1R278	K1R278_CRAGI	unreviewed	Tubulin beta chain	CGI_10019835	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	446	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10007570	19022390542	67212831525	34307761764	59282363152	K1PE00	K1PE00_CRAGI	unreviewed	Tubulin alpha chain	CGI_10007570	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10002456	17547029433	67688560141	33521735728	60153614381	K1PTU5	K1PTU5_CRAGI	unreviewed	Tubulin alpha chain	CGI_10002456	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	294	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10025109	23564434657	57374345235	35796656531	58845048914	K1QRU8	K1QRU8_CRAGI	unreviewed	"Myosin heavy chain, striated muscle"	CGI_10025109	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1206	GO:0003774; GO:0005524; GO:0016459
CGI_10002455	18380938531	60196530690	33071052294	54173500217	K1PKU1	K1PKU1_CRAGI	unreviewed	Tubulin alpha chain	CGI_10002455	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	427	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10025110	19964438071	45257583608	31425669370	50085318230	K1R1B3	K1R1B3_CRAGI	unreviewed	"Myosin heavy chain, striated muscle"	CGI_10025110	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	712	GO:0003774; GO:0016459
CGI_10010873	18910484062	40023402401	28978325512	48122337867	K1PBC0	K1PBC0_CRAGI	unreviewed	Non-neuronal cytoplasmic intermediate filament protein	CGI_10010873	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	618	GO:0005198; GO:0005882
CGI_10017621	17052323419	45144695834	26004326514	38345113170	K1PNQ5	K1PNQ5_CRAGI	unreviewed	Heat shock protein HSP 90-alpha 1	CGI_10017621	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	722	GO:0005524; GO:0006457; GO:0006950
CGI_10002454	14765809884	45625401301	25424860289	38765367661	K1PEI8	K1PEI8_CRAGI	unreviewed	Tubulin alpha chain (Fragment)	CGI_10002454	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	378	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017
CGI_10008247	13361508498	47243720009	21555817254	41664199086	K1QFM5	K1QFM5_CRAGI	unreviewed	Tubulin alpha chain	CGI_10008247	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	482	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
CGI_10024501	15727721949	36797831581	29249733704	37384998205	K1R6Z7	K1R6Z7_CRAGI	unreviewed	ATP synthase subunit alpha	CGI_10024501	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	553	GO:0005524; GO:0015986; GO:0015991; GO:0045261; GO:0046933; GO:0046961
CGI_10026048	16265432914	39908052430	28189550973	33406480679	K1Q6X5	K1Q6X5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10026048	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	495	GO:0003756; GO:0005783; GO:0045454
CGI_10021481	14298484234	38779598798	21494726599	40357523842	K1PLF9	K1PLF9_CRAGI	unreviewed	Arginine kinase	CGI_10021481	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	350	GO:0005524; GO:0016301
CGI_10025378	10429342862	36346406419	17910324802	43757948234	K1R1X5	K1R1X5_CRAGI	unreviewed	Transgelin	CGI_10025378	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	391	
CGI_10003521	13808172303	37071434009	23795971296	33486005873	K1PW06	K1PW06_CRAGI	unreviewed	Filamin-C	CGI_10003521	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3016	
CGI_10015492	8634347433	41379597689	15704623658	36826053915	K1QIR8	K1QIR8_CRAGI	unreviewed	78 kDa glucose-regulated protein	CGI_10015492	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	661	GO:0005524
CGI_10017178	17520994393	29593766913	28744799906	26141225312	K1QFW9	K1QFW9_CRAGI	unreviewed	Uncharacterized protein	CGI_10017178	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	851	GO:0003924; GO:0005525
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0005524; GO:0015986; GO:0015991; GO:0045261; GO:0046933
CGI_10001407	16079555316	27662750624	26803128806	24137996195								
CGI_10005267	8842935212	30358746101	14817149106	38415374743								
CGI_10013164	12968383018	25140435330	16592052463	28990218793	K1QNV6	K1QNV6_CRAGI	unreviewed	Tropomyosin	CGI_10013164	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	339	
CGI_10005591	11504926615	25502669258	20738569930	25761862552	K1R0L4	K1R0L4_CRAGI	unreviewed	Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-)	CGI_10005591	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1050	GO:0005391; GO:0005524; GO:0016021; GO:0046872
CGI_10005248	28292626124	20078083170	15790862132	13184095413	K1PAM6	K1PAM6_CRAGI	unreviewed	Uncharacterized protein	CGI_10005248	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	946	
CGI_10017753	15073258369	18698967548	15631259358	24507392680	K1RHJ4	K1RHJ4_CRAGI	unreviewed	Actin	CGI_10017753	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	379	
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0000287; GO:0004450; GO:0006099; GO:0006102; GO:0051287
CGI_10015916	9028875590	26925472738	12496071372	23500099794	K1PXS8	K1PXS8_CRAGI	unreviewed	Calreticulin	CGI_10015916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0005509; GO:0005783; GO:0006457
CGI_10001798	8446085140	25117711332	11839000412	22265409546	K1Q8X6	K1Q8X6_CRAGI	unreviewed	Calreticulin	CGI_10001798	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	166	GO:0005509; GO:0005783; GO:0006457
CGI_10011081	5537594461	25560619916	10624386010	20941273319	K1Q5G6	K1Q5G6_CRAGI	unreviewed	"60 kDa heat shock protein, mitochondrial"	CGI_10011081	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	558	GO:0005524; GO:0005737; GO:0042026
CGI_10025730	5501243518	25320358327	8497781898	20559716227	K1QX26	K1QX26_CRAGI	unreviewed	Endoplasmin	CGI_10025730	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1082	GO:0005524; GO:0006457; GO:0006950
CGI_10011577	10919265018	17536599781	15671646883	14507642218	K1Q358	K1Q358_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10011577	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	112	GO:0003735; GO:0005840; GO:0006414
CGI_10015200	10919265018	17536599781	15671646883	14507642218	K1QVV8	K1QVV8_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10015200	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	160	GO:0003735; GO:0005840; GO:0006414
CGI_10015917	6195355189	21491585281	9868207533	19361993764	K1Q4S7	K1Q4S7_CRAGI	unreviewed	Calreticulin	CGI_10015917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	537	GO:0005509; GO:0005783; GO:0006457
CGI_10003110	7251343680	17533502744	11385598122	18169446733	K1RH58	K1RH58_CRAGI	unreviewed	"Alpha-actinin, sarcomeric"	CGI_10003110	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	880	GO:0005509
CGI_10025401	7084880128	15212388249	13361447825	17616585116	K1R0Y9	K1R0Y9_CRAGI	unreviewed	"ADP,ATP carrier protein"	CGI_10025401	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0005215; GO:0005743; GO:0016021; GO:0055085
CGI_10011652	6931918878	19080154799	9562560885	16878195973	K1Q7T5	K1Q7T5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10011652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	492	GO:0003756; GO:0005783; GO:0045454
CGI_10024268	6308638139	18497845608	10859218094	15897405011	K1R5F2	K1R5F2_CRAGI	unreviewed	14-3-3 protein epsilon	CGI_10024268	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	256	
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132
CGI_10026848	4207488087	21335340617	11077500875	14036894713	K1QLE2	K1QLE2_CRAGI	unreviewed	Actin-3	CGI_10026848	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	186	
CGI_10001587	7943181480	14157451410	10835297430	17255267768								
CGI_10006316	7943181480	14157451410	10835297430	17255267768								
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241
CGI_10012556	6287754474	16442425202	10478842481	15392008470	K1PPQ1	K1PPQ1_CRAGI	unreviewed	14-3-3 protein gamma	CGI_10012556	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	251	
CGI_10026641	5394215671	14801425754	9233279466	15622927638	K1RVK9	K1RVK9_CRAGI	unreviewed	Titin	CGI_10026641	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3010	GO:0004672; GO:0005524
CGI_10025180	7613675647	13214853779	9437503418	12586455837								
CGI_10027022	12481875014	10831527357	11391506616	6290407634	K1QS40	K1QS40_CRAGI	unreviewed	Cathepsin B	CGI_10027022	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	341	GO:0004197; GO:0050790
CGI_10025934	4156086461	13680589308	9587171820	12717533372	K1RV41	K1RV41_CRAGI	unreviewed	Guanine nucleotide-binding protein subunit beta-2-like 1	CGI_10025934	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	317	
CGI_10025721	4999812914	13399009206	7179050747	13758697536	K1R401	K1R401_CRAGI	unreviewed	Spectrin alpha chain	CGI_10025721	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2475	GO:0005509
CGI_10027192	5449654907	12088247610	9492829079	11135338140	K1RPF7	K1RPF7_CRAGI	unreviewed	60S ribosomal protein L5	CGI_10027192	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0003735; GO:0005840; GO:0006412; GO:0008097
CGI_10012231	4133910240	14229261227	7712582815	12024343000	K1RZ99	K1RZ99_CRAGI	unreviewed	Filamin-A	CGI_10012231	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	841	
CGI_10011029	3929517507	14276228412	6697181800	13144331058	K1QB61	K1QB61_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10011029	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	6554	GO:0005509; GO:0007156; GO:0016021
CGI_10003417	2612518202	14694187908	6292424042	14293448950	K1PJB0	K1PJB0_CRAGI	unreviewed	Heat shock protein 70 B2	CGI_10003417	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005524
CGI_10021165	5370074512	11732246066	9767464757	10624321282	K1RNH1	K1RNH1_CRAGI	unreviewed	60S ribosomal protein L18 (Fragment)	CGI_10021165	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	GO:0003735; GO:0005840; GO:0006412
CGI_10025534	6391973013	10995970002	9969993996	10060400477	K1QWC3	K1QWC3_CRAGI	unreviewed	40S ribosomal protein S3	CGI_10025534	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0003723; GO:0003735; GO:0006412; GO:0015935
CGI_10020662	6973047679	9054760387	12607341600	8626962104	K1RW85	K1RW85_CRAGI	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10020662	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	433	GO:0004013; GO:0006730
CGI_10018235	4797619694	11891107334	7051866010	10771933475	K1RH05	K1RH05_CRAGI	unreviewed	"Myosin essential light chain, striated adductor muscle"	CGI_10018235	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	144	GO:0005509
CGI_10008834	4310838916	13358686970	5339928452	11180770779	K1PSB2	K1PSB2_CRAGI	unreviewed	78 kDa glucose-regulated protein	CGI_10008834	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	415	GO:0005524
CGI_10013880	3264211722	12792208196	5648533487	11107209204	K1Q9Z5	K1Q9Z5_CRAGI	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CGI_10013880	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	207	GO:0003755; GO:0006457
CGI_10006684	4774826064	9510795766	7622250208	8700674372	K1P8W6	K1P8W6_CRAGI	unreviewed	60S ribosomal protein L4	CGI_10006684	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	383	GO:0003735; GO:0005840; GO:0006412
CGI_10008717	3768379329	9445127259	6517037768	9776615101	K1QXX7	K1QXX7_CRAGI	unreviewed	"Myosin heavy chain, non-muscle (Fragment)"	CGI_10008717	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1727	GO:0003774; GO:0005524; GO:0016459
CGI_10006016	3234333472	10186938342	5036748374	10088581660	K1PFT9	K1PFT9_CRAGI	unreviewed	Transgelin	CGI_10006016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	
CGI_10013293	3690513124	9033228538	5696316301	9637288018	K1PP20	K1PP20_CRAGI	unreviewed	Mammalian ependymin-related protein 1	CGI_10013293	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	249	GO:0005509; GO:0005576; GO:0007160
CGI_10028368	3171549420	9329120848	5318733262	10173631765	K1R7I9	K1R7I9_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein Q	CGI_10028368	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	628	GO:0000166; GO:0003676; GO:0019013; GO:0030529
CGI_10022332	4095473031	9809114354	5203726942	8533951509	K1S6S4	K1S6S4_CRAGI	unreviewed	Metalloendopeptidase (EC 3.4.24.-)	CGI_10022332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	329	GO:0004222; GO:0008270; GO:0016020
CGI_10022396	4590250402	8961486979	6022347390	7822719345	K1RM80	K1RM80_CRAGI	unreviewed	Citrate synthase	CGI_10022396	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	439	GO:0004108; GO:0006099; GO:0006101
CGI_10014966	2283149337	10061843185	5642909012	9396381895	K1P9N7	K1P9N7_CRAGI	unreviewed	14-3-3 protein zeta	CGI_10014966	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	
CGI_10004762	4808545835	7723309616	6992723514	7677568155	K1QHF0	K1QHF0_CRAGI	unreviewed	40S ribosomal protein S27	CGI_10004762	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	GO:0003735; GO:0005840; GO:0006412; GO:0046872
CGI_10020922	3833958829	7832610882	7351291462	7890046449	K1PNI6	K1PNI6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B	CGI_10020922	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	475	GO:0000166; GO:0003676; GO:0019013; GO:0030529
CGI_10022154	2348014917	9523349292	5165579812	9845280025	K1QX37	K1QX37_CRAGI	unreviewed	Enolase	CGI_10022154	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1144	GO:0000015; GO:0000287; GO:0004634; GO:0006096; GO:0016021
CGI_10028694	4252364405	8548084566	5926484933	7914676701	K1RBC9	K1RBC9_CRAGI	unreviewed	Transketolase-like protein 2	CGI_10028694	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	695	GO:0003824; GO:0008152
CGI_10014916	3197692931	9405117701	5854395423	7893673105	K1QEA6	K1QEA6_CRAGI	unreviewed	Phosphoenolpyruvate carboxykinase [GTP]	CGI_10014916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0004613; GO:0005525; GO:0006094; GO:0016301
CGI_10008722	2922849502	9252165856	4675849796	9178477206	K1QXY2	K1QXY2_CRAGI	unreviewed	Voltage-dependent anion-selective channel protein 2	CGI_10008722	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	316	GO:0005741; GO:0008308; GO:0016021
CGI_10027300	2922849502	9252165856	4675849796	9178477206								
CGI_10002689	6099297975	6966753237	4983882216	7795352267	K1PE57	K1PE57_CRAGI	unreviewed	Severin	CGI_10002689	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	330	
CGI_10009876	3819325580	7583568489	6641877021	7642803987	K1QC22	K1QC22_CRAGI	unreviewed	40S ribosomal protein S19	CGI_10009876	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0003735; GO:0005840; GO:0006412
CGI_10027502	3557149203	8479463042	4177145111	9394966893	K1QGF9	K1QGF9_CRAGI	unreviewed	Rootletin	CGI_10027502	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2080	GO:0035253; GO:0051297
CGI_10024887	3148076374	8045721671	5879115990	8422764364	K1R5R4	K1R5R4_CRAGI	unreviewed	"Dynein heavy chain 10, axonemal"	CGI_10024887	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5116	GO:0003777; GO:0005524; GO:0007018; GO:0015629; GO:0016301; GO:0016887; GO:0030042; GO:0030286
CGI_10020447	3326065308	7658745025	5598897116	8193980333	K1R2D6	K1R2D6_CRAGI	unreviewed	Plastin-3	CGI_10020447	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	706	GO:0004514; GO:0009435
CGI_10000194	3721806180	7585630403	6189568827	7060130894	K1PMT7	K1PMT7_CRAGI	unreviewed	60S ribosomal protein L4	CGI_10000194	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	290	GO:0003735; GO:0005840; GO:0006412
CGI_10001245	4659411691	7438693886	4900180845	7439255519	K1QJ28	K1QJ28_CRAGI	unreviewed	Mammalian ependymin-related protein 1	CGI_10001245	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	359	GO:0005509; GO:0005576; GO:0007160
CGI_10015152	3143171539	7614779284	5749224735	7551270377	K1PVA1	K1PVA1_CRAGI	unreviewed	Transitional endoplasmic reticulum ATPase	CGI_10015152	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	799	GO:0005524; GO:0016787
CGI_10023717	3622167147	8035797211	5888770796	6270275023	K1R3E8	K1R3E8_CRAGI	unreviewed	Collagen alpha-5(VI) chain	CGI_10023717	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2315	GO:0005581
CGI_10019423	4689912964	7066628096	5947065249	5924501648								
