0	Row Labels	Day 5- 23C (Silo 9)/sum*100	Day 5- 29C (Silo 8)/sum*100	Day 8- 23C (Silo 9)/sum*100	Day 8- 29C (Silo 8)/sum*100	term	GOSlim_bin	aspect	clean
GO:0000166	CGI_10019522	20	33	21	25	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10019609	2	42	20	36	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10019696	22	29	25	25	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10020146	13	33	21	32	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10020214	15	28	28	30	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10020634	3	41	0	55	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10020922	14	29	27	29	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021224	16	29	25	31	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021424	5	88	3	3	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021606	8	37	21	34	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021635	15	35	20	30	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021647	13	34	23	30	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021675	16	34	24	26	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021676	16	27	12	46	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10021851	7	40	23	30	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10022095	14	37	22	27	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10022438	5	37	7	51	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10023362	9	46	13	32	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10023785	15	31	25	28	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10024581	8	44	10	37	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10024605	19	32	21	28	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10024678	8	31	25	36	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10025165	19	34	21	27	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10025445	20	28	29	24	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10025768	14	32	23	31	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026129	11	34	21	34	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026145	5	62	12	21	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026246	27	29	25	19	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026252	25	23	13	39	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026694	29	17	24	30	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10026956	20	31	29	20	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10028368	11	33	19	36	nucleotide binding	other molecular function	F	1
GO:0000166	CGI_10028469	14	33	22	32	nucleotide binding	other molecular function	F	1
GO:0000184	CGI_10004054	22	33	21	24	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	RNA metabolism	P	1
GO:0000184	CGI_10011864	0	36	21	43	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	RNA metabolism	P	1
GO:0000221	CGI_10014337	16	38	17	29	"vacuolar proton-transporting V-type ATPase, V1 domain"	other cytoplasmic organelle	C	1
GO:0000221	CGI_10014337	16	38	17	29	"vacuolar proton-transporting V-type ATPase, V1 domain"	other membranes	C	1
GO:0000221	CGI_10015552	7	44	8	40	"vacuolar proton-transporting V-type ATPase, V1 domain"	other cytoplasmic organelle	C	1
GO:0000221	CGI_10015552	7	44	8	40	"vacuolar proton-transporting V-type ATPase, V1 domain"	other membranes	C	1
GO:0000226	CGI_10019640	9	34	16	41	microtubule cytoskeleton organization	cell organization and biogenesis	P	1
GO:0000245	CGI_10014602	24	30	12	34	spliceosome assembly	RNA metabolism	P	1
GO:0000245	CGI_10014602	24	30	12	34	spliceosome assembly	cell organization and biogenesis	P	1
GO:0000256	CGI_10010133	0	28	33	39	allantoin catabolic process	other metabolic processes	P	1
GO:0000256	CGI_10016612	37	21	30	13	allantoin catabolic process	other metabolic processes	P	1
GO:0000276	CGI_10006577	13	37	12	38	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	mitochondrion	C	1
GO:0000276	CGI_10006577	13	37	12	38	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	other membranes	C	1
GO:0000276	CGI_10007925	13	37	12	38	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	mitochondrion	C	1
GO:0000276	CGI_10007925	13	37	12	38	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	other membranes	C	1
GO:0000276	CGI_10028023	0	47	6	47	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	mitochondrion	C	1
GO:0000276	CGI_10028023	0	47	6	47	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	other membranes	C	1
GO:0000287	CGI_10003475	15	35	21	30	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10003670	6	38	19	38	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10003671	8	34	25	33	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10003897	10	33	23	35	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10004564	14	36	22	28	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10007560	13	36	17	34	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10008507	13	30	24	34	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10011753	10	34	28	28	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10011818	10	36	21	32	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10012610	12	33	20	36	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10013978	11	35	22	32	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10017532	50	10	12	28	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10018568	14	33	22	30	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10019894	16	32	23	29	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10020477	20	23	30	27	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10022154	9	35	19	37	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10022421	6	36	22	36	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10023797	9	44	21	26	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10026539	8	24	28	40	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10026892	14	34	22	30	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10027756	19	20	29	31	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10028034	1	16	22	61	magnesium ion binding	other molecular function	F	1
GO:0000287	CGI_10028384	7	64	26	3	magnesium ion binding	other molecular function	F	1
GO:0000334	CGI_10001793	10	13	28	50	"3-hydroxyanthranilate 3,4-dioxygenase activity"	other molecular function	F	1
GO:0000338	CGI_10023273	61	19	10	10	protein deneddylation	protein metabolism	P	1
GO:0000339	CGI_10006290	10	28	16	46	RNA cap binding	nucleic acid binding activity	F	1
GO:0000339	CGI_10020634	3	41	0	55	RNA cap binding	nucleic acid binding activity	F	1
GO:0000381	CGI_10017308	22	38	29	12	"regulation of alternative nuclear mRNA splicing, via spliceosome"	RNA metabolism	P	1
GO:0000398	CGI_10008811	15	24	22	38	"nuclear mRNA splicing, via spliceosome"	RNA metabolism	P	1
GO:0000398	CGI_10018990	14	38	28	19	"nuclear mRNA splicing, via spliceosome"	RNA metabolism	P	1
GO:0000398	CGI_10020890	13	28	31	28	"nuclear mRNA splicing, via spliceosome"	RNA metabolism	P	1
GO:0000398	CGI_10022452	13	47	18	22	"nuclear mRNA splicing, via spliceosome"	RNA metabolism	P	1
GO:0000502	CGI_10002226	13	31	28	28	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10002798	6	40	21	33	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10004161	0	34	24	41	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10008786	18	25	29	29	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10012066	12	39	25	25	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10016474	67	13	8	12	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10017011	4	33	34	30	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10017278	16	30	27	27	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10017600	19	28	22	31	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10019059	13	37	23	27	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10019060	13	35	21	31	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10023649	13	31	28	28	proteasome complex	other cellular component	C	1
GO:0000502	CGI_10027701	12	36	23	29	proteasome complex	other cellular component	C	1
GO:0000723	CGI_10005536	86	14	0	1	telomere maintenance	DNA metabolism	P	1
GO:0000723	CGI_10005536	86	14	0	1	telomere maintenance	cell organization and biogenesis	P	1
GO:0000723	CGI_10024074	15	25	22	38	telomere maintenance	DNA metabolism	P	1
GO:0000723	CGI_10024074	15	25	22	38	telomere maintenance	cell organization and biogenesis	P	1
GO:0000730	CGI_10006174	0	39	16	44	DNA recombinase assembly	DNA metabolism	P	1
GO:0000730	CGI_10006174	0	39	16	44	DNA recombinase assembly	cell organization and biogenesis	P	1
GO:0000730	CGI_10006174	0	39	16	44	DNA recombinase assembly	stress response	P	1
GO:0000774	CGI_10007908	2	53	15	30	adenyl-nucleotide exchange factor activity	enzyme regulator activity	F	1
GO:0000786	CGI_10000402	10	27	15	48	nucleosome	other cellular component	C	1
GO:0000786	CGI_10008055	11	26	17	45	nucleosome	other cellular component	C	1
GO:0000786	CGI_10008057	8	37	15	41	nucleosome	other cellular component	C	1
GO:0000786	CGI_10008059	6	35	15	45	nucleosome	other cellular component	C	1
GO:0000786	CGI_10024853	10	25	14	52	nucleosome	other cellular component	C	1
GO:0000813	CGI_10026751	26	40	14	21	ESCRT I complex	other cytoplasmic organelle	C	1
GO:0000813	CGI_10026751	26	40	14	21	ESCRT I complex	other membranes	C	1
GO:0000902	CGI_10022483	16	30	21	33	cell morphogenesis	cell organization and biogenesis	P	1
GO:0001539	CGI_10020015	11	35	19	35	ciliary or flagellar motility	other biological processes	P	1
GO:0001558	CGI_10016111	86	0	14	0	regulation of cell growth	other biological processes	P	1
GO:0001671	CGI_10025227	0	36	13	51	ATPase activator activity	enzyme regulator activity	F	1
GO:0001678	CGI_10007559	0	59	20	21	cellular glucose homeostasis	other biological processes	P	1
GO:0001678	CGI_10017042	1	22	55	22	cellular glucose homeostasis	other biological processes	P	1
GO:0001678	CGI_10019126	1	41	17	41	cellular glucose homeostasis	other biological processes	P	1
GO:0001678	CGI_10023886	7	37	22	34	cellular glucose homeostasis	other biological processes	P	1
GO:0001731	CGI_10010150	16	38	21	24	formation of translation preinitiation complex	cell organization and biogenesis	P	1
GO:0001731	CGI_10010150	16	38	21	24	formation of translation preinitiation complex	protein metabolism	P	1
GO:0001731	CGI_10021270	12	36	20	31	formation of translation preinitiation complex	cell organization and biogenesis	P	1
GO:0001731	CGI_10021270	12	36	20	31	formation of translation preinitiation complex	protein metabolism	P	1
GO:0001731	CGI_10021675	16	34	24	26	formation of translation preinitiation complex	cell organization and biogenesis	P	1
GO:0001731	CGI_10021675	16	34	24	26	formation of translation preinitiation complex	protein metabolism	P	1
GO:0001731	CGI_10023612	21	30	26	23	formation of translation preinitiation complex	cell organization and biogenesis	P	1
GO:0001731	CGI_10023612	21	30	26	23	formation of translation preinitiation complex	protein metabolism	P	1
GO:0001731	CGI_10023726	20	25	43	12	formation of translation preinitiation complex	cell organization and biogenesis	P	1
GO:0001731	CGI_10023726	20	25	43	12	formation of translation preinitiation complex	protein metabolism	P	1
GO:0001735	CGI_10013074	30	29	18	23	prenylcysteine oxidase activity	other molecular function	F	1
GO:0001760	CGI_10008240	3	42	10	45	aminocarboxymuconate-semialdehyde decarboxylase activity	other molecular function	F	1
GO:0003676	CGI_10000462	8	36	22	34	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10000935	19	27	31	23	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10002568	28	30	23	19	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10003051	18	30	23	29	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10004176	0	65	5	30	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10004474	32	31	19	18	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10005086	15	29	27	29	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10005254	29	19	22	31	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10005537	13	34	8	45	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10006413	14	35	24	28	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10007212	10	32	24	35	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10008943	23	30	20	28	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10009846	12	32	29	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10009859	10	31	24	35	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10010075	2	38	25	36	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10011751	5	32	17	46	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10011752	3	46	17	33	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10012061	19	27	31	23	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10012127	13	31	28	29	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10014473	20	28	32	20	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10014598	16	28	32	25	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10014726	17	36	20	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10016214	13	40	23	24	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10016549	20	21	33	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10017401	31	32	18	18	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10018336	20	25	32	24	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10018347	20	33	22	24	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10018777	18	30	25	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10018964	24	33	27	16	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10018969	2	41	12	45	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10019235	47	13	22	18	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10020146	13	33	21	32	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10020391	2	48	6	44	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10020511	25	47	5	23	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10020922	14	29	27	29	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021128	6	21	13	61	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021188	13	33	22	32	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021424	5	88	3	3	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021635	15	35	20	30	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021676	16	27	12	46	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10021895	21	21	24	35	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10022095	14	37	22	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10022766	18	33	22	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10023362	9	46	13	32	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10024581	8	44	10	37	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10024605	19	32	21	28	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10024678	8	31	25	36	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10025079	15	34	18	33	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10025165	19	34	21	27	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10025768	14	32	23	31	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026129	11	34	21	34	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026145	5	62	12	21	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026246	27	29	25	19	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026252	25	23	13	39	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026694	29	17	24	30	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10026956	20	31	29	20	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10027909	7	23	29	41	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10028368	11	33	19	36	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003676	CGI_10028469	14	33	22	32	nucleic acid binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10000402	10	27	15	48	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10002261	3	44	19	34	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10003721	16	23	21	40	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10004054	22	33	21	24	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10006375	57	16	23	4	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10008055	11	26	17	45	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10008057	8	37	15	41	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10008059	6	35	15	45	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10009103	19	26	30	25	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10009320	0	100	0	0	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10011864	0	36	21	43	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10012072	11	43	31	15	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10013930	16	47	31	6	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10014112	14	36	19	30	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10014791	24	24	25	27	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10015825	18	28	31	23	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10016097	22	34	24	19	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10016909	14	35	21	29	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10017251	14	29	21	36	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10017773	17	24	33	26	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10019609	2	42	20	36	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10019931	9	29	13	50	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10020174	5	40	18	36	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10021567	16	32	20	32	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10021822	12	28	31	29	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10021948	4	26	12	58	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10022275	18	28	31	23	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10024526	2	60	0	38	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10024853	10	25	14	52	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10026011	12	49	19	21	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10026760	1	41	8	50	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10027383	10	21	1	68	DNA binding	nucleic acid binding activity	F	1
GO:0003677	CGI_10027569	16	10	35	40	DNA binding	nucleic acid binding activity	F	1
GO:0003678	CGI_10003721	16	23	21	40	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10009103	19	26	30	25	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10012072	11	43	31	15	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10015825	18	28	31	23	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10022007	12	38	16	34	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10022275	18	28	31	23	DNA helicase activity	other molecular function	F	1
GO:0003678	CGI_10025218	29	26	22	22	DNA helicase activity	other molecular function	F	1
GO:0003682	CGI_10006322	19	31	24	25	chromatin binding	other molecular function	F	1
GO:0003682	CGI_10012094	18	37	24	21	chromatin binding	other molecular function	F	1
GO:0003682	CGI_10018256	10	16	41	33	chromatin binding	other molecular function	F	1
GO:0003682	CGI_10025218	29	26	22	22	chromatin binding	other molecular function	F	1
GO:0003684	CGI_10005536	86	14	0	1	damaged DNA binding	nucleic acid binding activity	F	1
GO:0003684	CGI_10020675	20	19	25	36	damaged DNA binding	nucleic acid binding activity	F	1
GO:0003684	CGI_10024074	15	25	22	38	damaged DNA binding	nucleic acid binding activity	F	1
GO:0003688	CGI_10025218	29	26	22	22	DNA replication origin binding	nucleic acid binding activity	F	1
GO:0003700	CGI_10004075	12	25	22	42	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10004075	12	25	22	42	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10005003	13	32	16	39	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10005003	13	32	16	39	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10005478	91	0	3	6	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10005478	91	0	3	6	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10007907	0	48	0	51	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10007907	0	48	0	51	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10017442	16	29	25	30	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10017442	16	29	25	30	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10021567	16	32	20	32	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10021567	16	32	20	32	transcription factor activity	transcription regulatory activity	F	1
GO:0003700	CGI_10026001	56	16	12	15	transcription factor activity	nucleic acid binding activity	F	1
GO:0003700	CGI_10026001	56	16	12	15	transcription factor activity	transcription regulatory activity	F	1
