Protein	Len	27	32	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value Zstatistic	fdr	FDRup	FDRdown																												
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0016021				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0021987				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0022008				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0035329				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0043931				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0045177				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0048565				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0060122				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0070062				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0072006				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0072137				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LOC100636493.1.1|m.65727	9437	349	315	-0.329	0.329	-4.0675	4.0675	0	0.586814	0	CHOYP_LOC100636493.1.1|m.65727	Q2PZL6	FAT4_MOUSE	26.2	3771	2452	142	661	4302	51	3619	0	681	1	Q2PZL6	FAT4_MOUSE	reviewed	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	 GO:0072307				PF00028;PF00008;PF07645;PF12661;PF02210;	apical part of cell [GO:0045177]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
CHOYP_LINJ_09_0950.1.1|m.64023	207	106	68	-0.666	0.666	-4.0645	4.0645	0	0.586818	0	CHOYP_LINJ_09_0950.1.1|m.64023	P0CG55	UBB_SHEEP	62.7	244	1	2	1	154	61	304	3.00E-86	263	1	P0CG55	UBB_SHEEP	reviewed	Polyubiquitin-B [Cleaved into: Ubiquitin-related; Ubiquitin]	UBB	Ovis aries (Sheep)	305		GO:0005634				PF00240;	cytoplasm [GO:0005737]; nucleus [GO:0005634]
CHOYP_LINJ_09_0950.1.1|m.64023	207	106	68	-0.666	0.666	-4.0645	4.0645	0	0.586818	0	CHOYP_LINJ_09_0950.1.1|m.64023	P0CG55	UBB_SHEEP	62.7	244	1	2	1	154	61	304	3.00E-86	263	1	P0CG55	UBB_SHEEP	reviewed	Polyubiquitin-B [Cleaved into: Ubiquitin-related; Ubiquitin]	UBB	Ovis aries (Sheep)	305		 GO:0005737				PF00240;	cytoplasm [GO:0005737]; nucleus [GO:0005634]
