Protein	Len	3	4	8	11	12	16	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value z statistic	fdr	FDRup	FDRdown																												
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0030018			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0030154			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0030506			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0031430			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0031432			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0035023			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0042383			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0046777			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_HMCN1.23.44|m.42684	6167	129	6	172	198	226	213	0.765	0.765	10.9093	10.9093	0	0	0.541437	CHOYP_HMCN1.23.44|m.42684	A2AAJ9	OBSCN_MOUSE	21.8	1697	1028	71	4110	5740	3547	5010	1.00E-49	202	1	A2AAJ9	OBSCN_MOUSE	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	Obscn Gm878	Mus musculus (Mouse)	8891	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]	 GO:0046872			cd00063;	PF00041;PF07679;PF00612;PF00069;PF00621;	cytosol [GO:0005829]; extracellular region [GO:0005576]; intercalated disc [GO:0014704]; M band [GO:0031430]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; striated muscle myosin thick filament [GO:0005863]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; titin binding [GO:0031432]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; protein autophosphorylation [GO:0046777]; regulation of Rho protein signal transduction [GO:0035023]
CHOYP_BRAFLDRAFT_80496.6.10|m.29014	5311	35	43	43	99	108	79	0.907	0.907	9.5591	9.5591	0	0	0.541501	CHOYP_BRAFLDRAFT_80496.6.10|m.29014	Q6DFV8	VWDE_MOUSE	29.2	250	153	9	4630	4867	394	631	2.00E-20	103	1	Q6DFV8	VWDE_MOUSE	reviewed	von Willebrand factor D and EGF domain-containing protein	Vwde Gm467	Mus musculus (Mouse)	926		GO:0005576				PF00094;	extracellular region [GO:0005576]
CHOYP_LOC101173335.2.4|m.33982	2976	64	16	91	115	106	128	0.757	0.757	8.4281	8.4281	0	0	0.541566	CHOYP_LOC101173335.2.4|m.33982	P15989	CO6A3_CHICK	23.35	1884	1260	64	1	1826	53	1810	1.00E-117	424	1	P15989	CO6A3_CHICK	reviewed	Collagen alpha-3(VI) chain	COL6A3	Gallus gallus (Chicken)	3137	cell adhesion [GO:0007155]	GO:0004867			cd00063;	PF01391;PF00014;PF00092;	collagen trimer [GO:0005581]; proteinaceous extracellular matrix [GO:0005578]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]
CHOYP_LOC101173335.2.4|m.33982	2976	64	16	91	115	106	128	0.757	0.757	8.4281	8.4281	0	0	0.541566	CHOYP_LOC101173335.2.4|m.33982	P15989	CO6A3_CHICK	23.35	1884	1260	64	1	1826	53	1810	1.00E-117	424	1	P15989	CO6A3_CHICK	reviewed	Collagen alpha-3(VI) chain	COL6A3	Gallus gallus (Chicken)	3137	cell adhesion [GO:0007155]	 GO:0005578			cd00063;	PF01391;PF00014;PF00092;	collagen trimer [GO:0005581]; proteinaceous extracellular matrix [GO:0005578]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]
